pID,discountPriceID
537,1509
537,1510
538,1511
538,1512
539,1513
539,1514
539,1515
539,1516
540,1517
540,1518
540,1519
540,1520
541,1521
541,1522
541,1523
542,1524
542,1525
543,1526
543,1527
543,1528
543,1529
544,1530
544,1531
545,1532
545,1533
545,1534
545,1535
546,1536
546,1537
547,1538
548,1539
549,1540
549,1541
550,1542
550,1543
550,1544
550,1545
550,1546
551,1547
551,1548
551,1549
553,1550
553,1551
553,1552
553,1553
554,1554
554,1555
554,1556
555,1557
555,1558
555,1559
556,1560
556,1561
556,1562
557,1563
557,1564
558,1565
558,1566
559,1567
559,1568
560,1569
560,1570
560,1571
561,1572
561,1573
562,1574
562,1575
562,1576
562,1577
562,1578
562,1579
563,1580
563,1581
563,1582
564,1583
564,1584
183,1585
183,1586
183,1587
183,1588
566,1589
566,1590
566,1591
566,1592
566,1593
567,1594
567,1595
567,1596
567,1597
567,1598
568,1599
568,1600
568,1601
569,1602
569,1603
569,1604
569,1605
570,1606
570,1607
571,1608
571,1609
571,1610
572,1611
573,1612
573,1613
573,1614
573,1615
574,1616
574,1617
574,1618
575,1619
575,1620
575,1621
576,1622
576,1623
576,1624
577,1625
577,1626
577,1627
577,1628
578,1629
579,1630
579,1631
579,1632
579,1633
580,1634
580,1635
581,1636
581,1637
581,1638
581,1639
581,1640
581,1641
582,1642
582,1643
582,1644
582,1645
582,1646
583,1647
583,1648
583,1649
583,1650
584,1651
584,1652
584,1653
584,1654
585,1655
585,1656
585,1657
585,1658
586,1659
587,1660
588,1661
588,1662
588,1663
589,1664
590,1665
591,1666
591,1667
591,1668
591,1669
592,1670
592,1671
592,1672
593,1673
593,1674
593,1675
594,1676
594,1677
595,1678
595,1679
595,1680
596,1681
596,1682
596,1683
597,1684
597,1685
597,1686
597,1687
598,1688
598,1689
598,1690
598,1691
599,1692
599,1693
600,1694
600,1695
600,1696
601,1697
601,1698
601,1699
601,1700
601,1701
602,1702
602,1703
602,1704
603,1705
603,1706
604,1707
604,1708
604,1709
605,1710
605,1711
605,1712
605,1713
605,1714
606,1715
606,1716
607,1717
607,1718
608,1719
608,1720
609,1721
609,1722
609,1723
609,1724
610,1725
610,1726
610,1727
610,1728
611,1729
611,1730
611,1731
612,1732
612,1733
613,1734
613,1735
613,1736
614,1737
614,1738
614,1739
614,1740
615,1741
615,1742
616,1743
617,1744
617,1745
618,1746
618,1747
618,1748
618,1749
619,1750
620,1751
620,1752
621,1753
622,1754
622,1755
622,1756
622,1757
623,1758
623,1759
624,1760
624,1761
625,1762
625,1763
625,1764
626,1765
627,1766
627,1767
627,1768
628,1769
628,1770
628,1771
628,1772
629,1773
629,1774
629,1775
629,1776
629,1777
630,1778
631,1779
631,1780
632,1781
632,1782
633,1783
633,1784
633,1785
634,1786
634,1787
634,1788
634,1789
635,1790
635,1791
635,1792
635,1793
636,1794
636,1795
637,1796
638,1797
638,1798
638,1799
638,1800
639,1801
639,1802
639,1803
639,1804
639,1805
639,1806
639,1807
640,1808
640,1809
640,1810
640,1811
641,1812
641,1813
641,1814
641,1815
642,1816
642,1817
643,1818
643,1819
643,1820
644,1821
645,1822
645,1823
645,1824
211,1825
211,1826
211,1827
211,1828
647,1829
647,1830
648,1831
648,1832
648,1833
648,1834
649,1835
650,1836
650,1837
650,1838
650,1839
651,1840
651,1841
651,1842
651,1843
651,1844
651,1845
652,1846
652,1847
653,1848
653,1849
653,1850
653,1851
653,1852
654,1853
654,1854
654,1855
654,1856
654,1857
655,1858
655,1859
655,1860
656,1861
656,1862
656,1863
656,1864
656,1865
657,1866
658,1867
658,1868
658,1869
659,1870
660,1871
660,1872
661,1873
661,1874
662,1875
662,1876
662,1877
663,1878
663,1879
664,1880
664,1881
664,1882
665,1883
665,1884
665,1885
666,1886
666,1887
666,1888
666,1889
667,1890
667,1891
667,1892
668,1893
668,1894
668,1895
668,1896
668,1897
668,1898
669,1899
669,1900
669,1901
670,1902
670,1903
671,1904
671,1905
671,1906
672,1907
672,1908
672,1909
672,1910
672,1911
673,1912
673,1913
673,1914
673,1915
674,1916
674,1917
674,1918
675,1919
675,1920
675,1921
675,1922
676,1923
676,1924
677,1925
678,1926
679,1927
679,1928
679,1929
679,1930
680,1931
680,1932
680,1933
680,1934
681,1935
682,1936
682,1937
682,1938
682,1939
682,1940
683,1941
684,1942
684,1943
684,1944
685,1945
685,1946
686,1947
686,1948
686,1949
686,1950
687,1951
687,1952
687,1953
688,1954
688,1955
689,1956
689,1957
689,1958
690,1959
690,1960
691,1961
691,1962
691,1963
691,1964
692,1965
693,1966
693,1967
694,1968
694,1969
694,1970
695,1971
695,1972
695,1973
695,1974
696,1975
696,1976
696,1977
697,1978
697,1979
698,1980
698,1981
699,1982
699,1983
699,1984
700,1985
700,1986
701,1987
701,1988
701,1989
701,1990
702,1991
702,1992
703,1993
703,1994
703,1995
703,1996
703,1997
704,1998
704,1999
705,2000
705,2001
705,2002
706,2003
206,2004
206,2005
206,2006
206,2007
206,2008
206,2009
708,2010
708,2011
708,2012
709,2013
710,2014
710,2015
710,2016
710,2017
710,2018
710,2019
711,2020
711,2021
711,2022
712,2023
712,2024
712,2025
712,2026
713,2027
714,2028
714,2029
714,2030
714,2031
715,2032
715,2033
716,2034
716,2035
717,2036
717,2037
717,2038
717,2039
718,2040
718,2041
718,2042
719,2043
719,2044
719,2045
719,2046
720,2047
720,2048
720,2049
721,2050
721,2051
721,2052
721,2053
721,2054
722,2055
722,2056
722,2057
722,2058
723,2059
725,2060
725,2061
725,2062
725,2063
726,2064
726,2065
727,2066
727,2067
727,2068
728,2069
728,2070
728,2071
729,2072
729,2073
730,2074
730,2075
730,2076
730,2077
731,2078
731,2079
731,2080
732,2081
732,2082
732,2083
733,2084
733,2085
733,2086
733,2087
734,2088
735,2089
735,2090
736,2091
737,2092
738,2093
738,2094
739,2095
739,2096
739,2097
740,2098
740,2099
740,2100
741,2101
741,2102
741,2103
742,2104
742,2105
742,2106
743,2107
743,2108
744,2109
744,2110
744,2111
744,2112
744,2113
745,2114
745,2115
745,2116
746,2117
746,2118
747,2119
748,2120
748,2121
748,2122
749,2123
749,2124
750,2125
750,2126
751,2127
751,2128
752,2129
752,2130
753,2131
753,2132
754,2133
754,2134
754,2135
755,2136
756,2137
756,2138
757,2139
757,2140
758,2141
758,2142
759,2143
759,2144
759,2145
760,2146
760,2147
760,2148
761,2149
761,2150
762,2151
763,2152
763,2153
763,2154
764,2155
764,2156
764,2157
764,2158
765,2159
765,2160
765,2161
765,2162
766,2163
766,2164
767,2165
767,2166
768,2167
768,2168
768,2169
768,2170
768,2171
769,2172
769,2173
769,2174
769,2175
769,2176
515,2177
515,2178
515,2179
771,2180
771,2181
771,2182
771,2183
771,2184
771,2185
772,2186
772,2187
772,2188
773,2189
774,2190
774,2191
774,2192
774,2193
775,2194
775,2195
775,2196
776,2197
776,2198
776,2199
776,2200
777,2201
777,2202
777,2203
778,2204
779,2205
779,2206
780,2207
780,2208
780,2209
781,2210
781,2211
781,2212
781,2213
782,2214
782,2215
783,2216
783,2217
784,2218
784,2219
784,2220
785,2221
785,2222
786,2223
787,2224
788,2225
788,2226
789,2227
790,2228
790,2229
740,2230
740,2231
740,2232
588,2233
588,2234
793,2235
793,2236
794,2237
794,2238
794,2239
794,2240
795,2241
795,2242
795,2243
796,2244
796,2245
796,2246
796,2247
797,2248
797,2249
797,2250
798,2251
799,2252
799,2253
799,2254
799,2255
800,2256
801,2257
801,2258
801,2259
802,2260
803,2261
803,2262
803,2263
804,2264
804,2265
804,2266
805,2267
805,2268
805,2269
436,2270
807,2271
807,2272
807,2273
808,2274
809,2275
810,2276
810,2277
810,2278
811,2279
811,2280
812,2281
812,2282
812,2283
813,2284
813,2285
813,2286
813,2287
814,2288
814,2289
814,2290
815,2291
816,2292
817,2293
818,2294
818,2295
818,2296
818,2297
819,2298
819,2299
819,2300
819,2301
819,2302
819,2303
820,2304
821,2305
821,2306
821,2307
821,2308
821,2309
822,2310
823,2311
823,2312
823,2313
823,2314
823,2315
824,2316
825,2317
825,2318
826,2319
826,2320
827,2321
827,2322
827,2323
827,2324
828,2325
828,2326
829,2327
829,2328
830,2329
830,2330
831,2331
831,2332
832,2333
833,2334
833,2335
833,2336
834,2337
834,2338
835,2339
835,2340
835,2341
835,2342
836,2343
836,2344
836,2345
837,2346
838,2347
838,2348
839,2349
839,2350
839,2351
839,2352
840,2353
840,2354
841,2355
841,2356
842,2357
842,2358
842,2359
842,2360
843,2361
843,2362
843,2363
843,2364
844,2365
844,2366
845,2367
845,2368
845,2369
845,2370
846,2371
846,2372
846,2373
847,2374
847,2375
847,2376
847,2377
848,2378
849,2379
849,2380
849,2381
850,2382
850,2383
850,2384
851,2385
851,2386
852,2387
853,2388
853,2389
853,2390
854,2391
854,2392
854,2393
855,2394
855,2395
855,2396
855,2397
855,2398
856,2399
856,2400
856,2401
857,2402
857,2403
857,2404
858,2405
859,2406
859,2407
859,2408
859,2409
860,2410
860,2411
860,2412
861,2413
861,2414
861,2415
861,2416
862,2417
862,2418
862,2419
863,2420
863,2421
864,2422
864,2423
864,2424
865,2425
865,2426
865,2427
866,2428
866,2429
866,2430
866,2431
867,2432
867,2433
867,2434
868,2435
868,2436
869,2437
869,2438
869,2439
869,2440
869,2441
869,2442
870,2443
870,2444
871,2445
871,2446
871,2447
871,2448
871,2449
872,2450
872,2451
873,2452
873,2453
873,2454
873,2455
873,2456
873,2457
874,2458
874,2459
875,2460
876,2461
876,2462
876,2463
876,2464
877,2465
877,2466
877,2467
877,2468
877,2469
877,2470
878,2471
879,2472
879,2473
879,2474
880,2475
880,2476
881,2477
881,2478
882,2479
882,2480
883,2481
883,2482
883,2483
883,2484
884,2485
884,2486
884,2487
884,2488
884,2489
885,2490
885,2491
885,2492
885,2493
885,2494
886,2495
886,2496
886,2497
886,2498
887,2499
888,2500
888,2501
888,2502
888,2503
889,2504
889,2505
889,2506
889,2507
890,2508
891,2509
891,2510
891,2511
892,2512
892,2513
892,2514
893,2515
893,2516
894,2517
894,2518
895,2519
896,2520
896,2521
896,2522
897,2523
897,2524
898,2525
898,2526
898,2527
898,2528
898,2529
899,2530
900,2531
900,2532
901,2533
902,2534
902,2535
902,2536
903,2537
903,2538
903,2539
903,2540
904,2541
904,2542
904,2543
904,2544
905,2545
905,2546
905,2547
906,2548
906,2549
907,2550
907,2551
907,2552
907,2553
908,2554
908,2555
908,2556
908,2557
909,2558
909,2559
909,2560
910,2561
910,2562
910,2563
910,2564
910,2565
910,2566
911,2567
911,2568
911,2569
912,2570
912,2571
912,2572
913,2573
913,2574
913,2575
914,2576
914,2577
915,2578
915,2579
916,2580
916,2581
917,2582
917,2583
917,2584
918,2585
919,2586
920,2587
920,2588
920,2589
921,2590
921,2591
921,2592
921,2593
922,2594
922,2595
922,2596
922,2597
923,2598
923,2599
924,2600
925,2601
925,2602
925,2603
926,2604
926,2605
926,2606
926,2607
927,2608
927,2609
927,2610
928,2611
928,2612
929,2613
929,2614
929,2615
929,2616
930,2617
930,2618
931,2619
931,2620
931,2621
932,2622
932,2623
932,2624
932,2625
933,2626
934,2627
934,2628
934,2629
934,2630
935,2631
935,2632
935,2633
935,2634
936,2635
936,2636
936,2637
936,2638
937,2639
937,2640
937,2641
938,2642
938,2643
938,2644
938,2645
938,2646
938,2647
939,2648
939,2649
940,2650
940,2651
941,2652
941,2653
941,2654
942,2655
942,2656
942,2657
942,2658
943,2659
943,2660
944,2661
945,2662
945,2663
945,2664
946,2665
947,2666
947,2667
948,2668
948,2669
948,2670
948,2671
948,2672
949,2673
949,2674
949,2675
950,2676
950,2677
950,2678
951,2679
951,2680
951,2681
951,2682
952,2683
952,2684
953,2685
954,2686
954,2687
955,2688
955,2689
955,2690
955,2691
955,2692
955,2693
955,2694
956,2695
956,2696
957,2697
957,2698
958,2699
958,2700
959,2701
959,2702
959,2703
960,2704
960,2705
961,2706
961,2707
961,2708
961,2709
961,2710
961,2711
962,2712
962,2713
962,2714
963,2715
963,2716
963,2717
909,2718
909,2719
909,2720
732,2721
732,2722
732,2723
966,2724
966,2725
967,2726
967,2727
967,2728
967,2729
967,2730
968,2731
968,2732
968,2733
969,2734
969,2735
970,2736
970,2737
970,2738
971,2739
971,2740
971,2741
971,2742
972,2743
972,2744
972,2745
973,2746
973,2747
973,2748
974,2749
974,2750
975,2751
975,2752
975,2753
975,2754
976,2755
976,2756
976,2757
977,2758
978,2759
978,2760
978,2761
978,2762
979,2763
979,2764
979,2765
980,2766
980,2767
980,2768
980,2769
981,2770
981,2771
981,2772
981,2773
981,2774
981,2775
982,2776
982,2777
982,2778
615,2779
984,2780
985,2781
985,2782
986,2783
986,2784
986,2785
987,2786
988,2787
988,2788
988,2789
989,2790
989,2791
989,2792
989,2793
989,2794
989,2795
990,2796
990,2797
990,2798
990,2799
991,2800
991,2801
991,2802
992,2803
992,2804
992,2805
992,2806
993,2807
994,2808
994,2809
994,2810
994,2811
995,2812
996,2813
996,2814
996,2815
997,2816
997,2817
997,2818
998,2819
998,2820
998,2821
998,2822
998,2823
1000,2824
1000,2825
1002,2826
1002,2827
1003,2828
1003,2829
1004,2830
1004,2831
1005,2832
1005,2833
1005,2834
1006,2835
1006,2836
1006,2837
1006,2838
1006,2839
1007,2840
1007,2841
1007,2842
1008,2843
1008,2844
1008,2845
1009,2846
1010,2847
1010,2848
1010,2849
1011,2850
1011,2851
1011,2852
1012,2853
1012,2854
1013,2855
1013,2856
1015,2857
1015,2858
1016,2859
1016,2860
1016,2861
1016,2862
1016,2863
1016,2864
1016,2865
1017,2866
1017,2867
1017,2868
1018,2869
1018,2870
1018,2871
1018,2872
1019,2873
1019,2874
1019,2875
1019,2876
1020,2877
1020,2878
1020,2879
1020,2880
1021,2881
1021,2882
1022,2883
1022,2884
1022,2885
1023,2886
1023,2887
1023,2888
1024,2889
1024,2890
1024,2891
1024,2892
1024,2893
1024,2894
1024,2895
1025,2896
1026,2897
1027,2898
1027,2899
1027,2900
1028,2901
1028,2902
1029,2903
1029,2904
1029,2905
1029,2906
1030,2907
1031,2908
1032,2909
1033,2910
1034,2911
1034,2912
1035,2913
1035,2914
1036,2915
1037,2916
1037,2917
1038,2918
1038,2919
1039,2920
1039,2921
1040,2922
1040,2923
1041,2924
1041,2925
1041,2926
1041,2927
1042,2928
1042,2929
1042,2930
1042,2931
1042,2932
1043,2933
1043,2934
1043,2935
1043,2936
1043,2937
1043,2938
1044,2939
1044,2940
1045,2941
1045,2942
1045,2943
1045,2944
1046,2945
1046,2946
1046,2947
1047,2948
1047,2949
1047,2950
1047,2951
1047,2952
1047,2953
1048,2954
1048,2955
1049,2956
1049,2957
1049,2958
1049,2959
1049,2960
1049,2961
1049,2962
1050,2963
1051,2964
1051,2965
1051,2966
1051,2967
